GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
1400000US36057070600,36057070600,"Census Tract 706, Montgomery County, New York",2292,298,1473,264,819,290,6,9,739,289,0,11,64,100,2,3,2,3,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,9,0,11,4,8,0,11,4,6
1400000US36057070700,36057070700,"Census Tract 707, Montgomery County, New York",2971,313,2238,323,733,305,0,11,665,290,0,11,49,54,14,23,14,23,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,5,11,0,11,0,11,0,11,5,11
1400000US36057070800,36057070800,"Census Tract 708, Montgomery County, New York",2693,328,1954,330,739,228,24,36,591,220,0,11,105,147,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,19,32,0,11,0,11,0,11,0,11,19,32,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36057070900,36057070900,"Census Tract 709, Montgomery County, New York",1602,307,837,240,765,217,0,11,646,217,1,3,33,43,36,32,23,29,5,8,0,11,0,11,0,11,8,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,49,65,0,11,12,14,0,11,37,62
1400000US36057072100,36057072100,"Census Tract 721, Montgomery County, New York",5913,19,5735,104,178,101,35,38,124,81,8,13,2,5,9,15,0,16,0,16,0,16,0,16,9,15,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36057072200,36057072200,"Census Tract 722, Montgomery County, New York",3794,22,3585,155,209,155,19,25,26,40,0,11,0,11,117,141,9,16,108,142,0,11,0,11,0,11,0,11,0,11,20,22,0,11,0,11,0,11,20,22,0,11,0,11,0,11,0,11,0,11,0,11,27,43,27,43,0,11,0,11,0,11
1400000US36057072300,36057072300,"Census Tract 723, Montgomery County, New York",3235,39,3184,52,51,36,42,33,2,3,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,11,0,11,0,11,0,11,0,11,7,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36057072400,36057072400,"Census Tract 724, Montgomery County, New York",2576,22,2514,50,62,48,16,18,46,42,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36057072500,36057072500,"Census Tract 725, Montgomery County, New York",4217,24,4196,35,21,24,11,16,10,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36057072600,36057072600,"Census Tract 726, Montgomery County, New York",3661,23,3550,95,111,93,12,23,77,93,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,14,0,11,0,11,0,11,0,11,0,11,0,11,8,14,0,11,0,11,0,11,14,23,14,23,0,11,0,11,0,11
1400000US36057072700,36057072700,"Census Tract 727, Montgomery County, New York",4208,152,4093,156,115,74,27,38,60,53,0,11,2,4,26,35,26,35,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36057072800,36057072800,"Census Tract 728, Montgomery County, New York",4018,152,3896,163,122,69,0,11,51,48,0,11,0,11,32,21,32,21,0,11,0,11,0,11,0,11,0,11,0,11,29,32,0,11,0,11,10,13,0,11,0,11,0,11,19,28,0,11,0,11,0,11,10,14,10,14,0,11,0,11,0,11
1400000US36059300100,36059300100,"Census Tract 3001, Nassau County, New York",5071,23,4936,90,135,89,15,16,45,61,11,15,14,21,14,18,0,16,0,16,0,16,0,16,9,15,5,11,0,16,24,35,24,35,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,12,19,8,16,4,10,0,16,0,16
1400000US36059300300,36059300300,"Census Tract 3003, Nassau County, New York",4330,304,3868,309,462,287,0,11,136,109,0,11,7,12,252,284,0,11,28,41,0,11,0,11,0,11,224,284,0,11,42,42,0,11,0,11,0,11,19,30,0,11,0,11,0,11,0,11,23,34,0,11,25,38,0,11,0,11,0,11,25,38
1400000US36059300400,36059300400,"Census Tract 3004, Nassau County, New York",5765,303,5492,357,273,237,24,38,76,86,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,124,175,0,16,0,16,0,16,22,36,102,157,0,16,0,16,0,16,0,16,0,16,49,74,0,16,0,16,0,16,49,74
1400000US36059300500,36059300500,"Census Tract 3005, Nassau County, New York",5311,250,5116,252,195,79,6,9,24,36,40,27,35,48,47,52,0,16,47,52,0,16,0,16,0,16,0,16,0,16,28,26,0,16,4,6,5,8,14,21,0,16,0,16,5,7,0,16,0,16,0,16,15,23,0,16,0,16,0,16,15,23
1400000US36059300600,36059300600,"Census Tract 3006, Nassau County, New York",6573,369,6333,439,240,159,108,153,38,31,2,4,12,12,17,22,0,16,0,16,0,16,0,16,0,16,17,22,0,16,49,34,27,32,0,16,0,16,16,15,0,16,0,16,6,9,0,16,0,16,0,16,14,12,6,8,0,16,0,16,8,9
1400000US36059300700,36059300700,"Census Tract 3007, Nassau County, New York",6169,143,5498,377,671,380,110,144,109,103,23,31,0,16,242,283,0,16,0,16,0,16,0,16,0,16,242,283,0,16,180,159,16,26,21,33,0,16,143,152,0,16,0,16,0,16,0,16,0,16,0,16,7,12,0,16,7,12,0,16,0,16
1400000US36059300800,36059300800,"Census Tract 3008, Nassau County, New York",4122,263,3964,299,158,134,0,11,9,15,0,11,0,11,44,67,0,11,0,11,0,11,0,11,0,11,44,67,0,11,105,112,0,11,0,11,0,11,34,56,71,104,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36059300900,36059300900,"Census Tract 3009, Nassau County, New York",8217,24,8089,71,128,69,12,18,50,39,19,30,11,22,9,15,0,16,9,15,0,16,0,16,0,16,0,16,0,16,27,30,0,16,0,16,11,18,6,10,0,16,0,16,0,16,0,16,0,16,10,21,0,16,0,16,0,16,0,16,0,16
1400000US36059301000,36059301000,"Census Tract 3010, Nassau County, New York",5644,270,5449,276,195,102,49,56,25,39,0,16,6,8,50,71,0,16,0,16,0,16,0,16,0,16,50,71,0,16,57,42,6,11,7,11,13,21,0,16,20,23,0,16,0,16,0,16,11,18,0,16,8,12,0,16,0,16,0,16,8,12
1400000US36059301101,36059301101,"Census Tract 3011.01, Nassau County, New York",6684,59,4894,647,1790,646,307,470,153,141,0,16,0,16,681,486,0,16,167,269,0,16,0,16,0,16,514,466,0,16,649,437,57,90,0,16,128,191,78,92,360,463,0,16,0,16,26,43,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36059301102,36059301102,"Census Tract 3011.02, Nassau County, New York",4845,389,4511,314,334,287,0,11,11,20,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,323,284,45,72,0,11,204,260,74,76,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36059301200,36059301200,"Census Tract 3012, Nassau County, New York",5976,481,5084,396,892,485,124,113,51,56,6,13,1,2,215,241,0,16,149,217,0,16,0,16,0,16,66,93,0,16,495,353,0,16,1,5,135,105,14,14,345,334,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36059301300,36059301300,"Census Tract 3013, Nassau County, New York",4390,515,3378,406,1012,445,115,135,13,24,2,5,91,133,418,276,0,11,287,246,0,11,0,11,0,11,131,133,0,11,346,246,0,11,0,11,22,30,12,23,201,200,0,11,0,11,0,11,0,11,111,164,27,44,0,11,0,11,0,11,27,44
1400000US36059301400,36059301400,"Census Tract 3014, Nassau County, New York",2099,88,2013,114,86,56,6,9,39,42,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,41,33,8,12,0,11,6,9,27,37,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36059301500,36059301500,"Census Tract 3015, Nassau County, New York",3079,167,2956,165,123,49,0,11,43,36,10,11,16,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,36,17,5,6,0,11,0,11,20,13,2,3,0,11,0,11,6,9,3,4,0,11,18,19,18,19,0,11,0,11,0,11
1400000US36059301600,36059301600,"Census Tract 3016, Nassau County, New York",4772,22,4372,295,400,299,0,11,33,45,10,16,0,11,75,86,0,11,0,11,50,75,0,11,0,11,25,41,0,11,258,248,12,18,0,11,0,11,161,223,85,131,0,11,0,11,0,11,0,11,0,11,24,39,24,39,0,11,0,11,0,11
1400000US36059301700,36059301700,"Census Tract 3017, Nassau County, New York",2715,24,2586,84,129,79,0,11,22,21,18,27,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,80,72,11,16,0,11,3,5,0,11,19,21,0,11,0,11,0,11,47,67,0,11,9,13,9,13,0,11,0,11,0,11
1400000US36059301800,36059301800,"Census Tract 3018, Nassau County, New York",5451,471,4428,403,1023,368,67,60,170,229,49,78,0,16,353,330,0,16,0,16,0,16,14,27,23,37,316,329,0,16,384,154,22,35,0,16,0,16,234,170,29,47,0,16,0,16,99,118,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36059301900,36059301900,"Census Tract 3019, Nassau County, New York",2797,245,2671,259,126,109,0,11,0,11,40,61,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,69,86,0,11,0,11,0,11,56,83,0,11,0,11,13,19,0,11,0,11,0,11,17,27,17,27,0,11,0,11,0,11
1400000US36059302000,36059302000,"Census Tract 3020, Nassau County, New York",4857,213,4685,220,172,78,11,12,48,37,0,11,25,23,10,13,0,11,0,11,0,11,0,11,0,11,10,13,0,11,68,57,26,28,0,11,0,11,7,11,29,46,0,11,0,11,6,9,0,11,0,11,10,13,0,11,0,11,0,11,10,13
1400000US36059302101,36059302101,"Census Tract 3021.01, Nassau County, New York",4256,306,4184,305,72,58,0,11,8,22,9,15,0,11,23,35,0,11,23,35,0,11,0,11,0,11,0,11,0,11,32,36,0,11,0,11,0,11,0,11,0,11,0,11,32,36,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36059302102,36059302102,"Census Tract 3021.02, Nassau County, New York",3400,249,3169,279,231,153,0,11,71,94,5,9,0,11,27,37,0,11,0,11,0,11,0,11,27,37,0,11,0,11,77,65,42,45,0,11,0,11,35,42,0,11,0,11,0,11,0,11,0,11,0,11,51,55,0,11,0,11,0,11,51,55
1400000US36059302200,36059302200,"Census Tract 3022, Nassau County, New York",4335,435,3712,326,623,276,52,76,77,75,15,21,61,61,225,243,41,63,114,200,0,11,0,11,0,11,70,87,0,11,158,120,14,19,0,11,0,11,61,89,83,101,0,11,0,11,0,11,0,11,0,11,35,51,0,11,35,51,0,11,0,11
1400000US36059302300,36059302300,"Census Tract 3023, Nassau County, New York",4765,281,4691,280,74,57,0,11,15,23,9,13,7,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,37,41,0,11,0,11,0,11,0,11,21,32,0,11,16,28,0,11,0,11,0,11,6,10,6,10,0,11,0,11,0,11
1400000US36059302400,36059302400,"Census Tract 3024, Nassau County, New York",5146,299,4723,294,423,244,58,63,8,12,12,36,3,10,20,24,8,13,0,16,0,16,0,16,0,16,12,20,0,16,297,242,16,18,0,16,50,62,65,91,0,16,166,239,0,16,0,16,0,16,0,16,25,40,25,40,0,16,0,16,0,16
1400000US36059302501,36059302501,"Census Tract 3025.01, Nassau County, New York",2664,166,2580,165,84,57,0,11,0,11,0,11,31,46,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,33,33,0,11,0,11,0,11,8,12,25,31,0,11,0,11,0,11,0,11,0,11,20,30,20,30,0,11,0,11,0,11
1400000US36059302502,36059302502,"Census Tract 3025.02, Nassau County, New York",2627,28,2478,128,149,122,0,11,0,11,0,11,7,11,93,118,0,11,53,70,0,11,0,11,0,11,40,50,0,11,49,35,13,15,7,10,0,11,2,4,27,29,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36059302600,36059302600,"Census Tract 3026, Nassau County, New York",2511,173,2097,167,414,177,5,8,129,88,0,11,70,77,45,65,0,11,0,11,0,11,0,11,0,11,45,65,0,11,98,116,0,11,0,11,0,11,7,10,80,114,0,11,11,18,0,11,0,11,0,11,67,42,63,42,0,11,0,11,4,6
1400000US36059302700,36059302700,"Census Tract 3027, Nassau County, New York",4476,317,4202,300,274,214,29,33,34,47,18,28,32,43,124,186,0,11,124,186,0,11,0,11,0,11,0,11,0,11,27,41,0,11,0,11,0,11,27,41,0,11,0,11,0,11,0,11,0,11,0,11,10,17,0,11,0,11,0,11,10,17
1400000US36059302800,36059302800,"Census Tract 3028, Nassau County, New York",6255,321,5672,298,583,256,0,16,122,187,175,148,135,138,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,115,163,0,16,0,16,0,16,83,149,32,55,0,16,0,16,0,16,0,16,0,16,36,61,0,16,0,16,0,16,36,61
1400000US36059302900,36059302900,"Census Tract 3029, Nassau County, New York",4446,317,4010,343,436,137,0,11,26,41,0,11,0,11,42,50,0,11,13,20,0,11,29,46,0,11,0,11,0,11,290,151,0,11,0,11,0,11,39,55,68,74,0,11,183,129,0,11,0,11,0,11,78,64,19,28,0,11,0,11,59,57
1400000US36059303000,36059303000,"Census Tract 3030, Nassau County, New York",5713,19,5047,238,666,239,63,93,49,83,55,84,79,81,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,307,149,37,38,0,16,0,16,165,136,75,71,30,47,0,16,0,16,0,16,0,16,113,99,70,88,0,16,0,16,43,51
1400000US36059303101,36059303101,"Census Tract 3031.01, Nassau County, New York",3755,281,3154,308,601,296,0,11,190,157,13,22,218,240,12,18,0,11,12,18,0,11,0,11,0,11,0,11,0,11,113,100,0,11,0,11,0,11,86,96,9,14,0,11,8,14,0,11,10,15,0,11,55,86,55,86,0,11,0,11,0,11
1400000US36059303102,36059303102,"Census Tract 3031.02, Nassau County, New York",4370,283,4085,292,285,183,18,27,17,25,10,15,0,11,12,19,0,11,0,11,0,11,0,11,0,11,12,19,0,11,154,112,0,11,0,11,110,99,27,42,6,11,0,11,11,17,0,11,0,11,0,11,74,82,0,11,0,11,0,11,74,82
1400000US36059303201,36059303201,"Census Tract 3032.01, Nassau County, New York",3829,276,3530,324,299,189,0,11,164,198,0,11,124,129,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,17,11,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36059303202,36059303202,"Census Tract 3032.02, Nassau County, New York",4392,419,3267,246,1125,480,52,49,161,136,0,11,0,11,298,198,0,11,132,108,65,103,0,11,0,11,101,160,0,11,614,474,0,11,0,11,32,60,409,445,95,149,0,11,78,94,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36059303301,36059303301,"Census Tract 3033.01, Nassau County, New York",3268,186,2895,207,373,264,11,17,0,11,64,97,0,11,22,36,0,11,0,11,0,11,0,11,0,11,22,36,0,11,240,234,0,11,0,11,17,28,205,233,18,28,0,11,0,11,0,11,0,11,0,11,36,56,0,11,0,11,0,11,36,56
1400000US36059303302,36059303302,"Census Tract 3033.02, Nassau County, New York",4054,185,3568,252,486,236,11,18,85,89,18,18,30,29,67,103,0,11,0,11,0,11,67,103,0,11,0,11,0,11,229,213,0,11,0,11,0,11,192,209,0,11,0,11,37,59,0,11,0,11,0,11,46,62,39,61,0,11,0,11,7,11
1400000US36059303400,36059303400,"Census Tract 3034, Nassau County, New York",2585,40,2422,108,163,103,23,34,20,28,28,42,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,20,28,0,11,0,11,0,11,20,28,0,11,0,11,0,11,0,11,0,11,0,11,72,84,72,84,0,11,0,11,0,11
1400000US36059303500,36059303500,"Census Tract 3035, Nassau County, New York",5224,300,4293,297,931,223,22,24,61,48,11,17,37,60,608,310,86,115,16,34,0,16,0,16,0,16,506,343,0,16,171,134,70,94,0,16,0,16,41,68,25,39,0,16,35,44,0,16,0,16,0,16,21,28,7,13,0,16,0,16,14,23
1400000US36059303600,36059303600,"Census Tract 3036, Nassau County, New York",7223,411,5067,397,2156,490,262,235,74,61,71,98,285,304,572,471,0,16,0,16,154,235,0,16,0,16,418,299,0,16,868,491,0,16,0,16,0,16,204,248,289,401,55,85,320,271,0,16,0,16,0,16,24,39,0,16,0,16,0,16,24,39
1400000US36059303700,36059303700,"Census Tract 3037, Nassau County, New York",6533,340,5542,378,991,236,18,31,29,47,206,231,250,307,263,327,0,16,0,16,0,16,0,16,0,16,263,327,0,16,225,146,0,16,0,16,0,16,212,136,0,16,0,16,13,21,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36059303800,36059303800,"Census Tract 3038, Nassau County, New York",5152,341,4712,357,440,150,0,16,159,103,0,16,0,16,86,80,0,16,0,16,0,16,0,16,0,16,86,80,0,16,155,111,0,16,0,16,23,36,113,94,0,16,9,15,0,16,0,16,10,16,0,16,40,36,9,13,0,16,0,16,31,34
1400000US36059303900,36059303900,"Census Tract 3039, Nassau County, New York",4003,315,3592,351,411,260,65,75,22,32,0,11,139,141,155,177,0,11,0,11,0,11,0,11,0,11,155,177,0,11,1,3,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1,3,29,45,0,11,0,11,0,11,29,45
1400000US36059304001,36059304001,"Census Tract 3040.01, Nassau County, New York",2605,189,2468,194,137,63,6,9,68,47,10,16,7,10,13,21,0,11,0,11,0,11,0,11,0,11,13,21,0,11,23,23,0,11,0,11,0,11,13,15,10,13,0,11,0,11,0,11,0,11,0,11,10,14,10,14,0,11,0,11,0,11
1400000US36059304002,36059304002,"Census Tract 3040.02, Nassau County, New York",4343,315,2944,263,1399,314,241,241,156,217,51,56,180,244,565,295,59,84,176,279,55,75,0,11,0,11,275,155,0,11,161,128,18,29,0,11,0,11,96,99,23,37,24,42,0,11,0,11,0,11,0,11,45,54,8,11,18,27,0,11,19,43
1400000US36059304100,36059304100,"Census Tract 3041, Nassau County, New York",4405,465,2136,329,2269,572,264,229,202,149,0,11,129,209,1473,690,0,11,0,11,321,265,0,11,7,10,1145,659,0,11,93,93,31,52,0,11,0,11,16,22,43,73,0,11,0,11,3,7,0,11,0,11,108,155,0,11,0,11,0,11,108,155
1400000US36059304202,36059304202,"Census Tract 3042.02, Nassau County, New York",3417,319,1625,184,1792,291,267,217,69,49,8,12,73,69,718,311,0,11,0,11,112,119,0,11,0,11,606,283,0,11,206,158,0,11,0,11,0,11,53,57,141,147,0,11,12,14,0,11,0,11,0,11,451,261,133,185,24,25,0,11,294,205
1400000US36059304203,36059304203,"Census Tract 3042.03, Nassau County, New York",5549,784,3211,606,2338,701,92,125,77,56,10,15,32,53,1667,484,0,16,12,19,228,182,0,16,0,16,1359,463,68,112,48,67,0,16,0,16,0,16,0,16,48,67,0,16,0,16,0,16,0,16,0,16,412,429,0,16,0,16,0,16,412,429
1400000US36059304204,36059304204,"Census Tract 3042.04, Nassau County, New York",4937,903,2289,512,2648,793,744,637,22,36,11,17,54,88,1566,691,0,11,13,22,70,81,0,11,0,11,1483,693,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,251,252,0,11,76,117,0,11,175,233
1400000US36059404300,36059404300,"Census Tract 4043, Nassau County, New York",3136,251,2532,167,604,210,0,11,143,100,18,22,273,164,4,6,0,11,0,11,4,6,0,11,0,11,0,11,0,11,134,79,0,11,0,11,17,25,4,6,0,11,0,11,113,75,0,11,0,11,0,11,32,42,7,8,0,11,0,11,25,40
1400000US36059404400,36059404400,"Census Tract 4044, Nassau County, New York",4976,194,4611,231,365,205,9,14,166,139,0,11,49,92,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,117,151,89,141,0,11,0,11,28,47,0,11,0,11,0,11,0,11,0,11,0,11,24,37,24,37,0,11,0,11,0,11
1400000US36059404500,36059404500,"Census Tract 4045, Nassau County, New York",4210,217,3548,251,662,234,0,11,337,214,0,11,9,14,56,54,5,14,23,39,0,11,0,11,0,11,28,36,0,11,207,132,29,43,0,11,0,11,71,71,79,70,8,14,20,54,0,11,0,11,0,11,53,44,35,41,0,11,0,11,18,20
1400000US36059404600,36059404600,"Census Tract 4046, Nassau County, New York",4396,188,3987,189,409,67,0,11,158,87,0,11,11,18,24,38,0,11,24,38,0,11,0,11,0,11,0,11,0,11,180,92,0,11,0,11,18,26,15,17,24,32,51,66,72,87,0,11,0,11,0,11,36,40,0,11,0,11,0,11,36,40
1400000US36059404700,36059404700,"Census Tract 4047, Nassau County, New York",6188,335,5186,444,1002,331,13,16,207,104,15,26,102,86,181,226,0,16,176,226,0,16,0,16,0,16,5,8,0,16,473,211,33,48,0,16,0,16,160,133,5,8,0,16,264,159,0,16,0,16,11,18,11,13,0,16,0,16,0,16,11,13
1400000US36059404800,36059404800,"Census Tract 4048, Nassau County, New York",7233,501,5456,487,1777,446,133,142,181,82,66,56,315,235,532,349,0,16,75,76,0,16,0,16,131,132,326,350,0,16,529,209,0,16,0,16,0,16,206,123,101,79,0,16,171,147,0,16,51,82,0,16,21,23,9,13,0,16,0,16,12,19
1400000US36059404901,36059404901,"Census Tract 4049.01, Nassau County, New York",5743,563,5035,547,708,165,15,21,264,184,0,16,148,96,108,121,17,25,0,16,21,33,0,16,44,90,26,39,0,16,155,143,0,16,0,16,0,16,85,96,67,79,0,16,3,10,0,16,0,16,0,16,18,27,0,16,18,27,0,16,0,16
1400000US36059404902,36059404902,"Census Tract 4049.02, Nassau County, New York",4884,421,3633,377,1251,412,332,223,155,101,42,67,122,105,332,298,0,11,11,19,102,171,0,11,0,11,219,254,0,11,248,313,0,11,0,11,0,11,30,44,192,301,0,11,0,11,0,11,26,38,0,11,20,33,0,11,20,33,0,11,0,11
1400000US36059405000,36059405000,"Census Tract 4050, Nassau County, New York",5737,486,4605,519,1132,325,49,48,223,147,0,16,0,16,352,186,0,16,65,60,88,142,26,35,0,16,173,128,0,16,440,246,75,58,0,16,0,16,184,165,105,127,0,16,76,64,0,16,0,16,0,16,68,94,0,16,0,16,0,16,68,94
1400000US36059405100,36059405100,"Census Tract 4051, Nassau County, New York",8102,740,6510,748,1592,511,93,130,314,208,182,258,196,155,649,372,0,16,270,323,95,134,0,16,0,16,284,376,0,16,15,24,0,16,0,16,0,16,0,16,15,24,0,16,0,16,0,16,0,16,0,16,143,228,143,228,0,16,0,16,0,16
1400000US36059405200,36059405200,"Census Tract 4052, Nassau County, New York",7747,729,5857,802,1890,820,88,84,237,198,11,18,185,212,437,422,0,16,258,302,162,186,0,16,0,16,17,28,0,16,905,612,0,16,0,16,0,16,543,474,342,371,0,16,20,48,0,16,0,16,0,16,27,32,15,22,0,16,0,16,12,25
1400000US36059405301,36059405301,"Census Tract 4053.01, Nassau County, New York",3729,355,3080,305,649,193,33,37,125,126,49,76,0,11,68,69,0,11,0,11,0,11,0,11,0,11,68,69,0,11,342,144,0,11,0,11,0,11,70,99,43,54,0,11,229,141,0,11,0,11,0,11,32,51,32,51,0,11,0,11,0,11
1400000US36059405302,36059405302,"Census Tract 4053.02, Nassau County, New York",4099,239,3392,204,707,196,11,16,109,89,0,11,74,99,47,75,0,11,40,75,0,11,0,11,7,11,0,11,0,11,452,239,26,31,15,24,0,11,222,163,11,16,0,11,147,218,0,11,31,50,0,11,14,22,14,22,0,11,0,11,0,11
1400000US36059405400,36059405400,"Census Tract 4054, Nassau County, New York",8414,897,6593,675,1821,749,0,16,623,313,0,16,499,348,355,499,0,16,59,94,0,16,0,16,0,16,296,483,0,16,314,266,12,23,0,16,0,16,15,23,12,19,0,16,232,267,0,16,43,77,0,16,30,53,0,16,0,16,0,16,30,53
1400000US36059405500,36059405500,"Census Tract 4055, Nassau County, New York",5641,376,4897,327,744,197,6,11,157,108,167,175,126,156,64,84,0,16,23,37,0,16,0,16,0,16,41,49,0,16,94,80,40,59,0,16,0,16,24,32,10,15,0,16,0,16,20,31,0,16,0,16,130,105,26,39,77,98,0,16,27,31
1400000US36059405600,36059405600,"Census Tract 4056, Nassau County, New York",4611,844,4100,899,511,213,55,51,49,46,48,55,207,199,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,140,98,30,42,0,11,0,11,60,77,12,19,0,11,38,61,0,11,0,11,0,11,12,18,12,18,0,11,0,11,0,11
1400000US36059405700,36059405700,"Census Tract 4057, Nassau County, New York",5050,327,4270,350,780,267,0,16,385,227,0,16,37,50,77,72,16,54,20,35,0,16,0,16,24,45,17,24,0,16,274,198,15,25,0,16,87,110,75,85,82,85,0,16,15,20,0,16,0,16,0,16,7,13,0,16,0,16,0,16,7,13
1400000US36059405800,36059405800,"Census Tract 4058, Nassau County, New York",4265,279,3801,305,464,250,8,12,176,151,67,80,0,11,41,60,0,11,0,11,0,11,0,11,0,11,41,60,0,11,164,131,0,11,0,11,0,11,157,131,7,11,0,11,0,11,0,11,0,11,0,11,8,12,8,12,0,11,0,11,0,11
1400000US36059405900,36059405900,"Census Tract 4059, Nassau County, New York",5006,369,4143,403,863,320,36,45,139,109,0,16,111,97,341,293,0,16,0,16,62,91,0,16,0,16,279,293,0,16,159,128,13,20,0,16,0,16,28,31,118,113,0,16,0,16,0,16,0,16,0,16,77,62,21,35,0,16,0,16,56,50
1400000US36059406001,36059406001,"Census Tract 4060.01, Nassau County, New York",4908,374,4096,397,812,349,16,27,198,193,0,11,0,11,189,155,0,11,27,36,0,11,0,11,0,11,162,150,0,11,409,243,0,11,0,11,0,11,296,272,13,17,0,11,100,50,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36059406002,36059406002,"Census Tract 4060.02, Nassau County, New York",3371,317,2687,249,684,219,0,11,222,279,0,11,42,39,167,132,9,14,6,9,81,123,0,11,0,11,71,68,0,11,194,151,0,11,0,11,0,11,0,11,186,151,0,11,0,11,0,11,8,12,0,11,59,73,0,11,0,11,0,11,59,73
1400000US36059406100,36059406100,"Census Tract 4061, Nassau County, New York",2737,164,2299,200,438,165,19,30,138,116,6,9,32,30,137,146,0,11,0,11,0,11,6,9,0,11,131,145,0,11,95,99,0,11,0,11,0,11,0,11,95,99,0,11,0,11,0,11,0,11,0,11,11,12,11,12,0,11,0,11,0,11
